-4.194412827491760254e-01 -1.781232189387083054e-03
-4.229910373687744141e-01 -3.549763001501560211e-03
-4.282839596271514893e-01 -5.292916670441627502e-03
-4.352820217609405518e-01 -6.998076103627681732e-03
-4.439347684383392334e-01 -8.652728982269763947e-03
-4.541792869567871094e-01 -1.024453807622194290e-02
-4.659407138824462891e-01 -1.176142878830432892e-02
-4.791324436664581299e-01 -1.319171115756034851e-02
-4.936566650867462158e-01 -1.452422048896551132e-02
-5.094051361083984375e-01 -1.574848406016826630e-02
-5.262600183486938477e-01 -1.685490459203720093e-02
-5.440949797630310059e-01 -1.783494465053081512e-02
-5.627763271331787109e-01 -1.868131943047046661e-02
-5.821644663810729980e-01 -1.938816532492637634e-02
-6.021156311035156250e-01 -1.995117776095867157e-02
-6.224833726882934570e-01 -2.036773227155208588e-02
-6.431202888488769531e-01 -2.063692733645439148e-02
-6.638799309730529785e-01 -2.075960114598274231e-02
-6.846181750297546387e-01 -2.073827572166919708e-02
-7.051952481269836426e-01 -2.057705074548721313e-02
-7.254766821861267090e-01 -2.028145641088485718e-02
-7.453349232673645020e-01 -1.985824853181838989e-02
-7.646501064300537109e-01 -1.931519061326980591e-02
-7.833109498023986816e-01 -1.866080798208713531e-02
-8.012151122093200684e-01 -1.790414564311504364e-02
-8.182696104049682617e-01 -1.705451868474483490e-02
-8.343908786773681641e-01 -1.612129434943199158e-02
-8.495045900344848633e-01 -1.511369924992322922e-02
-8.635452389717102051e-01 -1.404063962399959564e-02
-8.764558434486389160e-01 -1.291057933121919632e-02
-8.881872892379760742e-01 -1.173143927007913589e-02
-8.976978063583374023e-01 -9.510533884167671204e-03
-9.049555659294128418e-01 -7.257787045091390610e-03
-9.089375734329223633e-01 -3.981972578912973404e-03
-9.096314907073974609e-01 -6.939602317288517952e-04
-9.070353507995605469e-01 2.596144797280430794e-03
-9.011570215225219727e-01 5.878370720893144608e-03
-8.920147418975830078e-01 9.142246097326278687e-03
-8.796385526657104492e-01 1.237618457525968552e-02
-8.640716671943664551e-01 1.556692458689212799e-02
-8.453726172447204590e-01 1.869904994964599609e-02
-8.236179351806640625e-01 2.175462804734706879e-02
-7.989049553871154785e-01 2.471303567290306091e-02
-7.713539600372314453e-01 2.755096182227134705e-02
-7.411112785339355469e-01 3.024270199239253998e-02
-7.083505392074584961e-01 3.276071324944496155e-02
-6.732740402221679688e-01 3.507648780941963196e-02
-6.361123323440551758e-01 3.716170787811279297e-02
-5.971227288246154785e-01 3.898962959647178650e-02
-5.565861463546752930e-01 4.053659737110137939e-02
-5.148025155067443848e-01 4.178359732031822205e-02
-4.720848798751831055e-01 4.271763563156127930e-02
-4.287520647048950195e-01 4.333281517028808594e-02
-3.851210474967956543e-01 4.363102465867996216e-02
-3.414990007877349854e-01 4.362206161022186279e-02
-2.981757521629333496e-01 4.332323744893074036e-02
-2.554172277450561523e-01 4.275852069258689880e-02
-2.134599983692169189e-01 4.195723310112953186e-02
-1.725074350833892822e-01 4.095255956053733826e-02
-1.327275037765502930e-01 3.977994248270988464e-02
-9.425197541713714600e-02 3.847552463412284851e-02
-5.717717483639717102e-02 3.707479685544967651e-02
-2.156569063663482666e-02 3.561148792505264282e-02
1.155102718621492386e-02 3.311671689152717590e-02
4.316924512386322021e-02 3.161821886897087097e-02
7.330840080976486206e-02 3.013915382325649261e-02
1.020077690482139587e-01 2.869937010109424591e-02
1.293232887983322144e-01 2.731552161276340485e-02
1.553246080875396729e-01 2.600132487714290619e-02
1.800924837589263916e-01 2.476786263287067413e-02
2.037164270877838135e-01 2.362394705414772034e-02
2.262928932905197144e-01 2.257647551596164703e-02
2.469236850738525391e-01 2.063078247010707855e-02
2.667095959186553955e-01 1.978591084480285645e-02
2.857539653778076172e-01 1.904437504708766937e-02
3.041620552539825439e-01 1.840809918940067291e-02
3.220407068729400635e-01 1.787864789366722107e-02
3.394981324672698975e-01 1.745741255581378937e-02
3.566439151763916016e-01 1.714579202234745026e-02
3.735892474651336670e-01 1.694533042609691620e-02
3.894470930099487305e-01 1.585785299539566040e-02
4.043257534503936768e-01 1.487865671515464783e-02
4.193288385868072510e-01 1.500307675451040268e-02
4.345625936985015869e-01 1.523374300450086594e-02
4.491364657878875732e-01 1.457388419657945633e-02
4.621565043926239014e-01 1.302004978060722351e-02
4.757183492183685303e-01 1.356183830648660660e-02
4.899223148822784424e-01 1.420396845787763596e-02
5.028741359710693359e-01 1.295182481408119202e-02
