0.000000000000000000e+00 9.400000000000000000e+01 8.050000000000000000e+02 8.630000000000000000e+02 6.490000000000000000e+02 4.180000000000000000e+02 3.630000000000000000e+02 3.830000000000000000e+02 3.420000000000000000e+02 4.994000000000000000e+03 6.649000000000000000e+03 2.171000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.390000000000000000e+02 5.540000000000000000e+02 5.960000000000000000e+02 3.860000000000000000e+02 2.920000000000000000e+02 2.440000000000000000e+02 2.430000000000000000e+02 2.930000000000000000e+02 2.900000000000000000e+02 2.100000000000000000e+02 2.737000000000000000e+03 1.748000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.230000000000000000e+02 5.320000000000000000e+02 5.340000000000000000e+02 3.540000000000000000e+02 3.020000000000000000e+02 2.670000000000000000e+02 3.330000000000000000e+02 4.500000000000000000e+02 4.060000000000000000e+02 3.510000000000000000e+02 2.120000000000000000e+02 2.393000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.860000000000000000e+02 4.600000000000000000e+02 5.530000000000000000e+02 3.520000000000000000e+02 2.910000000000000000e+02 3.780000000000000000e+02 8.350000000000000000e+02 1.004000000000000000e+03 9.880000000000000000e+02 7.920000000000000000e+02 3.260000000000000000e+02 1.790000000000000000e+03 7.960000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 5.770000000000000000e+02 4.660000000000000000e+02 5.460000000000000000e+02 3.360000000000000000e+02 3.300000000000000000e+02 8.330000000000000000e+02 8.340000000000000000e+02 5.970000000000000000e+02 5.700000000000000000e+02 7.790000000000000000e+02 7.890000000000000000e+02 2.860000000000000000e+02 2.396000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 5.510000000000000000e+02 4.910000000000000000e+02 4.800000000000000000e+02 3.610000000000000000e+02 4.950000000000000000e+02 9.190000000000000000e+02 5.420000000000000000e+02 4.690000000000000000e+02 4.590000000000000000e+02 4.460000000000000000e+02 7.120000000000000000e+02 5.780000000000000000e+02 2.018000000000000000e+03 3.130000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 5.930000000000000000e+02 4.700000000000000000e+02 4.580000000000000000e+02 3.590000000000000000e+02 6.850000000000000000e+02 7.270000000000000000e+02 5.350000000000000000e+02 7.000000000000000000e+02 6.400000000000000000e+02 4.510000000000000000e+02 4.250000000000000000e+02 7.680000000000000000e+02 3.680000000000000000e+02 2.035000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.690000000000000000e+02 5.850000000000000000e+02 5.120000000000000000e+02 4.190000000000000000e+02 3.790000000000000000e+02 8.820000000000000000e+02 6.060000000000000000e+02 1.129000000000000000e+03 1.629000000000000000e+03 1.276000000000000000e+03 9.970000000000000000e+02 4.570000000000000000e+02 4.890000000000000000e+02 6.590000000000000000e+02 2.050000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000000e+02 5.240000000000000000e+02 5.440000000000000000e+02 4.030000000000000000e+02 4.130000000000000000e+02 9.030000000000000000e+02 5.760000000000000000e+02 2.371000000000000000e+03 1.682000000000000000e+03 1.395000000000000000e+03 1.294000000000000000e+03 9.350000000000000000e+02 4.070000000000000000e+02 6.870000000000000000e+02 8.990000000000000000e+02 1.318000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.850000000000000000e+02 5.490000000000000000e+02 5.740000000000000000e+02 3.900000000000000000e+02 4.970000000000000000e+02 8.740000000000000000e+02 9.230000000000000000e+02 3.136000000000000000e+03 1.763000000000000000e+03 1.456000000000000000e+03 1.581000000000000000e+03 1.192000000000000000e+03 6.900000000000000000e+02 4.820000000000000000e+02 6.000000000000000000e+02 1.878000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.760000000000000000e+02 5.210000000000000000e+02 5.040000000000000000e+02 3.950000000000000000e+02 5.710000000000000000e+02 7.940000000000000000e+02 1.520000000000000000e+03 3.591000000000000000e+03 1.781000000000000000e+03 1.661000000000000000e+03 1.524000000000000000e+03 1.396000000000000000e+03 1.123000000000000000e+03 4.000000000000000000e+02 6.560000000000000000e+02 1.550000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+02 5.200000000000000000e+02 5.780000000000000000e+02 4.110000000000000000e+02 6.390000000000000000e+02 7.380000000000000000e+02 1.951000000000000000e+03 4.293000000000000000e+03 2.209000000000000000e+03 2.023000000000000000e+03 1.835000000000000000e+03 1.475000000000000000e+03 1.249000000000000000e+03 6.480000000000000000e+02 6.120000000000000000e+02 1.262000000000000000e+03 1.920000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
3.790000000000000000e+02 5.430000000000000000e+02 5.400000000000000000e+02 4.060000000000000000e+02 6.850000000000000000e+02 6.930000000000000000e+02 2.442000000000000000e+03 5.231000000000000000e+03 1.375000000000000000e+03 1.152000000000000000e+03 1.671000000000000000e+03 1.737000000000000000e+03 1.408000000000000000e+03 9.280000000000000000e+02 4.480000000000000000e+02 1.005000000000000000e+03 1.182000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.830000000000000000e+02 5.080000000000000000e+02 5.770000000000000000e+02 4.020000000000000000e+02 6.980000000000000000e+02 6.940000000000000000e+02 2.585000000000000000e+03 5.509000000000000000e+03 7.070000000000000000e+02 6.240000000000000000e+02 9.360000000000000000e+02 1.707000000000000000e+03 1.458000000000000000e+03 1.200000000000000000e+03 4.390000000000000000e+02 6.600000000000000000e+02 1.508000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.650000000000000000e+02 5.420000000000000000e+02 5.420000000000000000e+02 4.090000000000000000e+02 6.970000000000000000e+02 6.810000000000000000e+02 2.595000000000000000e+03 5.677000000000000000e+03 1.413000000000000000e+03 1.177000000000000000e+03 7.180000000000000000e+02 1.250000000000000000e+03 1.672000000000000000e+03 1.284000000000000000e+03 6.410000000000000000e+02 6.000000000000000000e+02 1.166000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.940000000000000000e+02 5.570000000000000000e+02 5.900000000000000000e+02 4.000000000000000000e+02 6.690000000000000000e+02 7.170000000000000000e+02 2.212000000000000000e+03 5.788000000000000000e+03 2.234000000000000000e+03 1.678000000000000000e+03 9.760000000000000000e+02 7.910000000000000000e+02 1.631000000000000000e+03 1.357000000000000000e+03 7.990000000000000000e+02 5.780000000000000000e+02 1.650000000000000000e+03 5.000000000000000000e+00 0.000000000000000000e+00
2.860000000000000000e+02 5.410000000000000000e+02 5.720000000000000000e+02 4.060000000000000000e+02 6.210000000000000000e+02 7.690000000000000000e+02 1.824000000000000000e+03 4.646000000000000000e+03 6.118000000000000000e+03 4.472000000000000000e+03 2.094000000000000000e+03 7.940000000000000000e+02 1.543000000000000000e+03 1.396000000000000000e+03 9.660000000000000000e+02 5.610000000000000000e+02 1.752000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
2.590000000000000000e+02 5.750000000000000000e+02 5.740000000000000000e+02 4.040000000000000000e+02 5.060000000000000000e+02 8.570000000000000000e+02 1.137000000000000000e+03 4.153000000000000000e+03 6.774000000000000000e+03 4.858000000000000000e+03 2.833000000000000000e+03 8.190000000000000000e+02 1.198000000000000000e+03 1.482000000000000000e+03 1.077000000000000000e+03 4.290000000000000000e+02 1.264000000000000000e+03 1.060000000000000000e+02 0.000000000000000000e+00
1.580000000000000000e+02 5.920000000000000000e+02 5.790000000000000000e+02 4.590000000000000000e+02 4.180000000000000000e+02 9.090000000000000000e+02 6.780000000000000000e+02 3.231000000000000000e+03 4.620000000000000000e+03 1.663000000000000000e+03 1.711000000000000000e+03 1.331000000000000000e+03 9.780000000000000000e+02 1.580000000000000000e+03 1.163000000000000000e+03 4.280000000000000000e+02 1.625000000000000000e+03 2.830000000000000000e+02 0.000000000000000000e+00
1.450000000000000000e+02 5.760000000000000000e+02 5.480000000000000000e+02 5.100000000000000000e+02 4.150000000000000000e+02 8.880000000000000000e+02 6.770000000000000000e+02 1.603000000000000000e+03 4.116000000000000000e+03 1.327000000000000000e+03 9.280000000000000000e+02 1.869000000000000000e+03 8.920000000000000000e+02 1.560000000000000000e+03 1.204000000000000000e+03 4.060000000000000000e+02 1.101000000000000000e+03 7.050000000000000000e+02 0.000000000000000000e+00
4.700000000000000000e+01 5.790000000000000000e+02 4.940000000000000000e+02 5.670000000000000000e+02 4.260000000000000000e+02 7.330000000000000000e+02 7.550000000000000000e+02 6.130000000000000000e+02 2.042000000000000000e+03 1.076000000000000000e+03 7.830000000000000000e+02 1.890000000000000000e+03 8.320000000000000000e+02 1.713000000000000000e+03 1.225000000000000000e+03 4.470000000000000000e+02 1.156000000000000000e+03 4.860000000000000000e+02 0.000000000000000000e+00
2.500000000000000000e+01 4.910000000000000000e+02 5.480000000000000000e+02 6.150000000000000000e+02 4.100000000000000000e+02 4.980000000000000000e+02 9.920000000000000000e+02 6.900000000000000000e+02 5.740000000000000000e+02 4.140000000000000000e+02 9.940000000000000000e+02 1.774000000000000000e+03 8.110000000000000000e+02 1.585000000000000000e+03 1.227000000000000000e+03 4.440000000000000000e+02 9.510000000000000000e+02 1.004000000000000000e+03 0.000000000000000000e+00
2.000000000000000000e+00 4.540000000000000000e+02 5.300000000000000000e+02 5.990000000000000000e+02 4.530000000000000000e+02 4.700000000000000000e+02 7.990000000000000000e+02 8.780000000000000000e+02 7.210000000000000000e+02 8.660000000000000000e+02 8.870000000000000000e+02 1.663000000000000000e+03 8.270000000000000000e+02 1.569000000000000000e+03 1.226000000000000000e+03 4.370000000000000000e+02 1.030000000000000000e+03 4.540000000000000000e+02 0.000000000000000000e+00
2.000000000000000000e+00 3.440000000000000000e+02 5.360000000000000000e+02 5.660000000000000000e+02 5.380000000000000000e+02 4.440000000000000000e+02 4.740000000000000000e+02 1.082000000000000000e+03 9.060000000000000000e+02 8.530000000000000000e+02 1.295000000000000000e+03 1.071000000000000000e+03 8.940000000000000000e+02 1.549000000000000000e+03 1.208000000000000000e+03 4.330000000000000000e+02 1.130000000000000000e+03 8.740000000000000000e+02 0.000000000000000000e+00
0.000000000000000000e+00 2.160000000000000000e+02 5.500000000000000000e+02 5.110000000000000000e+02 6.430000000000000000e+02 4.090000000000000000e+02 4.820000000000000000e+02 5.010000000000000000e+02 1.053000000000000000e+03 1.230000000000000000e+03 1.003000000000000000e+03 6.790000000000000000e+02 9.560000000000000000e+02 1.522000000000000000e+03 1.198000000000000000e+03 4.280000000000000000e+02 1.249000000000000000e+03 6.290000000000000000e+02 0.000000000000000000e+00
0.000000000000000000e+00 1.020000000000000000e+02 5.120000000000000000e+02 5.380000000000000000e+02 6.050000000000000000e+02 5.320000000000000000e+02 4.210000000000000000e+02 4.840000000000000000e+02 4.350000000000000000e+02 5.220000000000000000e+02 5.800000000000000000e+02 5.680000000000000000e+02 1.127000000000000000e+03 1.444000000000000000e+03 1.102000000000000000e+03 4.380000000000000000e+02 1.098000000000000000e+03 1.850000000000000000e+02 0.000000000000000000e+00
0.000000000000000000e+00 1.800000000000000000e+01 4.820000000000000000e+02 5.450000000000000000e+02 5.030000000000000000e+02 6.510000000000000000e+02 4.250000000000000000e+02 4.630000000000000000e+02 5.330000000000000000e+02 6.030000000000000000e+02 5.740000000000000000e+02 5.460000000000000000e+02 1.284000000000000000e+03 1.362000000000000000e+03 9.920000000000000000e+02 5.440000000000000000e+02 1.710000000000000000e+03 1.320000000000000000e+02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.490000000000000000e+02 5.340000000000000000e+02 5.150000000000000000e+02 7.070000000000000000e+02 5.550000000000000000e+02 4.250000000000000000e+02 4.680000000000000000e+02 4.850000000000000000e+02 4.580000000000000000e+02 5.920000000000000000e+02 1.468000000000000000e+03 1.299000000000000000e+03 9.050000000000000000e+02 5.930000000000000000e+02 1.596000000000000000e+03 2.200000000000000000e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.690000000000000000e+02 5.060000000000000000e+02 6.070000000000000000e+02 5.260000000000000000e+02 7.090000000000000000e+02 5.500000000000000000e+02 4.910000000000000000e+02 4.310000000000000000e+02 5.590000000000000000e+02 7.270000000000000000e+02 1.519000000000000000e+03 1.257000000000000000e+03 7.550000000000000000e+02 6.290000000000000000e+02 1.015000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 5.170000000000000000e+02 5.180000000000000000e+02 5.820000000000000000e+02 5.940000000000000000e+02 6.890000000000000000e+02 6.040000000000000000e+02 6.140000000000000000e+02 6.930000000000000000e+02 9.260000000000000000e+02 1.458000000000000000e+03 1.245000000000000000e+03 6.220000000000000000e+02 7.370000000000000000e+02 1.511000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 3.350000000000000000e+02 5.290000000000000000e+02 5.840000000000000000e+02 5.820000000000000000e+02 5.710000000000000000e+02 6.970000000000000000e+02 7.550000000000000000e+02 7.570000000000000000e+02 1.050000000000000000e+03 1.305000000000000000e+03 1.152000000000000000e+03 4.840000000000000000e+02 8.850000000000000000e+02 1.310000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.410000000000000000e+02 5.740000000000000000e+02 5.260000000000000000e+02 6.100000000000000000e+02 5.850000000000000000e+02 5.750000000000000000e+02 5.670000000000000000e+02 6.490000000000000000e+02 1.161000000000000000e+03 1.270000000000000000e+03 1.063000000000000000e+03 4.830000000000000000e+02 9.600000000000000000e+02 6.120000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.200000000000000000e+01 4.660000000000000000e+02 5.080000000000000000e+02 5.820000000000000000e+02 6.340000000000000000e+02 6.450000000000000000e+02 6.470000000000000000e+02 7.370000000000000000e+02 1.278000000000000000e+03 1.235000000000000000e+03 8.760000000000000000e+02 5.250000000000000000e+02 1.092000000000000000e+03 7.830000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 2.620000000000000000e+02 5.610000000000000000e+02 5.000000000000000000e+02 6.150000000000000000e+02 6.840000000000000000e+02 6.840000000000000000e+02 8.760000000000000000e+02 1.265000000000000000e+03 1.196000000000000000e+03 7.060000000000000000e+02 5.870000000000000000e+02 1.495000000000000000e+03 3.530000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
